filepath,dataset,speaker_id,attack_id,attack_category,label
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2361751.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2373806.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2417641.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2520083.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2562689.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2564579.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2732709.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2759900.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2838981.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2873890.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2938316.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3131990.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3141223.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3167734.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3187715.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3215578.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3247389.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3346004.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3441957.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3561136.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3576775.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3580508.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3635733.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3636245.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3810183.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3849267.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3995089.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3999087.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3999267.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4053835.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4118798.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4155454.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4179989.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4197307.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4237787.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4239283.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4244329.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4339311.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4362109.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4428691.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4752788.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4756464.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4822766.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5096578.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5161420.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5191549.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5337549.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5387852.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5521272.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5761909.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5777819.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5785306.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5954195.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6058143.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6074694.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6105178.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6200206.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6214695.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6324553.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6335714.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6370865.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6405980.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6426017.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6492747.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6618587.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6630946.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6721654.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6736628.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6768659.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6960204.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7122854.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7123800.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7248140.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7288400.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7397041.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7677120.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7737943.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7744923.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8115679.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8145267.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8324598.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8449978.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8458654.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8507928.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8638376.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8682959.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9107429.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9152126.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9188299.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9258514.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9341221.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9431341.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9437384.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9456128.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9488159.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9515789.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9526930.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9534983.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9543922.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9596913.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9669914.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9701712.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9789409.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9803720.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9874922.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9897034.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9905136.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9907603.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9926593.flac,LA,LA_0079,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1078395.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1257508.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1290428.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1373249.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1411980.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1455233.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1470659.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1511191.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1618831.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1625761.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1651877.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1702062.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1735385.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1795259.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1820456.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1909202.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2091969.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2335057.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2386039.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2407353.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2486958.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2610237.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2698001.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2737588.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2777160.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2801441.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2835258.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2848593.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2869730.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2992916.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3108269.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3121388.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3127213.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3315434.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3317496.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3387982.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3465801.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3505297.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3518487.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3555171.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3595333.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3626619.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3725354.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3772667.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3840528.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3877261.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4077869.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4104820.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4105004.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4111857.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4140258.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4176612.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4356490.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4369654.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4397800.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4584120.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4904277.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5052270.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5058278.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5064135.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5079307.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5100132.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5134869.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5180830.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5223695.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5250310.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5264471.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5266787.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5359998.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5399126.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5404480.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5774498.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5866595.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5891775.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5913109.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5994708.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6078217.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6093418.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6306026.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6328130.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6356279.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6462285.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6474082.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6631167.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6856715.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6957393.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7015765.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7020265.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7039518.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7090581.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7102200.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7201521.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7316655.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7402461.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7450091.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7483904.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7589094.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7797285.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7856471.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7905464.flac,LA,LA_0080,-,bonafide,bonafide
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7913619.flac,LA,LA_0080,-,bonafide,bonafide
