filepath,dataset,speaker_id,attack_id,attack_category,label,split,subset_filepath
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5326363.flac,LA,LA_0091,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_5326363.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1611587.flac,LA,LA_0086,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_1611587.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8052308.flac,LA,LA_0084,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_8052308.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6015645.flac,LA,LA_0087,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_6015645.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5065316.flac,LA,LA_0092,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_5065316.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5374473.flac,LA,LA_0091,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_5374473.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4176612.flac,LA,LA_0080,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_4176612.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9593260.flac,LA,LA_0084,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_9593260.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3154528.flac,LA,LA_0084,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_3154528.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5669661.flac,LA,LA_0089,-,bonafide,bonafide,val,data/subset_raw/LA_val_LA_T_5669661.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3995089.flac,LA,LA_0079,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_3995089.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2345808.flac,LA,LA_0091,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_2345808.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7075102.flac,LA,LA_0081,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7075102.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7974459.flac,LA,LA_0083,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7974459.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4105004.flac,LA,LA_0080,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_4105004.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3485288.flac,LA,LA_0092,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_3485288.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7208401.flac,LA,LA_0094,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7208401.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4436477.flac,LA,LA_0089,-,bonafide,bonafide,val,data/subset_raw/LA_val_LA_T_4436477.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8208951.flac,LA,LA_0096,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_8208951.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8651978.flac,LA,LA_0087,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_8651978.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1963829.flac,LA,LA_0084,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_1963829.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4891261.flac,LA,LA_0093,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_4891261.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2280500.flac,LA,LA_0084,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_2280500.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5799348.flac,LA,LA_0090,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_5799348.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3680444.flac,LA,LA_0096,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_3680444.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2054424.flac,LA,LA_0096,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_2054424.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7357748.flac,LA,LA_0087,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7357748.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1873366.flac,LA,LA_0083,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_1873366.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7514330.flac,LA,LA_0087,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7514330.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7179987.flac,LA,LA_0098,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7179987.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7121055.flac,LA,LA_0088,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7121055.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9378967.flac,LA,LA_0098,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_9378967.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7839297.flac,LA,LA_0096,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7839297.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1991708.flac,LA,LA_0093,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_1991708.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6105178.flac,LA,LA_0079,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_6105178.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9772981.flac,LA,LA_0082,-,bonafide,bonafide,val,data/subset_raw/LA_val_LA_T_9772981.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7223058.flac,LA,LA_0095,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7223058.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5114581.flac,LA,LA_0094,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_5114581.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6877652.flac,LA,LA_0095,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_6877652.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6946670.flac,LA,LA_0082,-,bonafide,bonafide,val,data/subset_raw/LA_val_LA_T_6946670.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9251617.flac,LA,LA_0092,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_9251617.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7826829.flac,LA,LA_0085,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7826829.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2147294.flac,LA,LA_0091,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_2147294.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8172146.flac,LA,LA_0089,-,bonafide,bonafide,val,data/subset_raw/LA_val_LA_T_8172146.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9276467.flac,LA,LA_0091,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_9276467.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1410416.flac,LA,LA_0087,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_1410416.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1831818.flac,LA,LA_0084,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_1831818.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6034182.flac,LA,LA_0086,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_6034182.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7579441.flac,LA,LA_0097,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_7579441.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8589988.flac,LA,LA_0084,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_8589988.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9969620.flac,LA,LA_0089,-,bonafide,bonafide,val,data/subset_raw/LA_val_LA_T_9969620.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3470152.flac,LA,LA_0093,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_3470152.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6093991.flac,LA,LA_0096,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_6093991.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7214355.flac,LA,LA_0090,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7214355.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2127844.flac,LA,LA_0088,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_2127844.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1636151.flac,LA,LA_0092,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_1636151.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1363347.flac,LA,LA_0095,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_1363347.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8925615.flac,LA,LA_0096,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_8925615.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6450026.flac,LA,LA_0093,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_6450026.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9213454.flac,LA,LA_0081,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_9213454.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3068473.flac,LA,LA_0082,-,bonafide,bonafide,val,data/subset_raw/LA_val_LA_T_3068473.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5683238.flac,LA,LA_0088,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_5683238.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1923872.flac,LA,LA_0082,-,bonafide,bonafide,val,data/subset_raw/LA_val_LA_T_1923872.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5399126.flac,LA,LA_0080,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_5399126.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3849267.flac,LA,LA_0079,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_3849267.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1482834.flac,LA,LA_0087,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_1482834.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8490726.flac,LA,LA_0091,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_8490726.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6724576.flac,LA,LA_0097,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_6724576.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4043474.flac,LA,LA_0085,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_4043474.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7344886.flac,LA,LA_0083,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7344886.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2707835.flac,LA,LA_0088,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_2707835.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8898922.flac,LA,LA_0087,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_8898922.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2066209.flac,LA,LA_0098,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_2066209.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1861398.flac,LA,LA_0086,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_1861398.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4615562.flac,LA,LA_0085,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_4615562.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4270225.flac,LA,LA_0093,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_4270225.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6271185.flac,LA,LA_0088,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_6271185.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3772667.flac,LA,LA_0080,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_3772667.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4263726.flac,LA,LA_0095,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_4263726.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9048990.flac,LA,LA_0092,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_9048990.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6594586.flac,LA,LA_0089,-,bonafide,bonafide,val,data/subset_raw/LA_val_LA_T_6594586.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8726287.flac,LA,LA_0088,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_8726287.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9457505.flac,LA,LA_0091,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_9457505.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2598851.flac,LA,LA_0092,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_2598851.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2118892.flac,LA,LA_0088,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_2118892.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9032022.flac,LA,LA_0085,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_9032022.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6059767.flac,LA,LA_0092,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_6059767.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3447323.flac,LA,LA_0088,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_3447323.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5795707.flac,LA,LA_0087,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_5795707.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8105555.flac,LA,LA_0084,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_8105555.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6376473.flac,LA,LA_0094,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_6376473.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9102017.flac,LA,LA_0080,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_9102017.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2482961.flac,LA,LA_0095,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_2482961.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8955767.flac,LA,LA_0089,-,bonafide,bonafide,val,data/subset_raw/LA_val_LA_T_8955767.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2642748.flac,LA,LA_0096,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_2642748.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9189420.flac,LA,LA_0083,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_9189420.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6631167.flac,LA,LA_0080,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_6631167.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3395385.flac,LA,LA_0096,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_3395385.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4051929.flac,LA,LA_0093,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_4051929.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7696598.flac,LA,LA_0082,-,bonafide,bonafide,val,data/subset_raw/LA_val_LA_T_7696598.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7467165.flac,LA,LA_0094,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7467165.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5266787.flac,LA,LA_0080,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_5266787.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2175978.flac,LA,LA_0097,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_2175978.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1979527.flac,LA,LA_0086,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_1979527.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3264459.flac,LA,LA_0086,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_3264459.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8178089.flac,LA,LA_0085,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_8178089.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1023546.flac,LA,LA_0085,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_1023546.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8275432.flac,LA,LA_0088,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_8275432.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3747046.flac,LA,LA_0088,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_3747046.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4197596.flac,LA,LA_0098,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_4197596.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5326968.flac,LA,LA_0093,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_5326968.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4630790.flac,LA,LA_0093,-,bonafide,bonafide,test,data/subset_raw/LA_test_LA_T_4630790.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4711197.flac,LA,LA_0085,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_4711197.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9553112.flac,LA,LA_0095,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_9553112.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5696560.flac,LA,LA_0092,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_5696560.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6756969.flac,LA,LA_0087,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_6756969.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1325649.flac,LA,LA_0089,-,bonafide,bonafide,val,data/subset_raw/LA_val_LA_T_1325649.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_3545264.flac,LA,LA_0094,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_3545264.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7677120.flac,LA,LA_0079,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7677120.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_1878391.flac,LA,LA_0084,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_1878391.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_9779411.flac,LA,LA_0087,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_9779411.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7051313.flac,LA,LA_0084,-,bonafide,bonafide,train,data/subset_raw/LA_train_LA_T_7051313.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_7196016.flac,LA,LA_0095,A01,spoof,spoof,train,data/subset_raw/LA_train_LA_T_7196016.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_2021613.flac,LA,LA_0088,A04,spoof,spoof,train,data/subset_raw/LA_train_LA_T_2021613.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_6942847.flac,LA,LA_0083,A04,spoof,spoof,train,data/subset_raw/LA_train_LA_T_6942847.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8159529.flac,LA,LA_0090,A01,spoof,spoof,train,data/subset_raw/LA_train_LA_T_8159529.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_8367117.flac,LA,LA_0098,A06,spoof,spoof,train,data/subset_raw/LA_train_LA_T_8367117.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_4873700.flac,LA,LA_0086,A05,spoof,spoof,test,data/subset_raw/LA_test_LA_T_4873700.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5454842.flac,LA,LA_0083,A05,spoof,spoof,train,data/subset_raw/LA_train_LA_T_5454842.flac
data/raw/LA/LA/ASVspoof2019_LA_train/flac/LA_T_5820593.flac,LA,LA_0096,A02,spoof,spoof,train,data/subset_raw/LA_train_LA_T_5820593.flac
