filename,split,label,attack_id,attack_category,speaker_id,file_size_bytes,has_valid_flac_header,soundfile_error,librosa_error,ffmpeg_error,subset_filepath
PA_train_PA_T_0003048.flac,train,bonafide,-,bonafide,PA_0083,95091,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0003048.flac
PA_train_PA_T_0005303.flac,train,bonafide,-,bonafide,PA_0089,78467,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0005303.flac
PA_val_PA_T_0000024.flac,val,bonafide,-,bonafide,PA_0081,73967,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0000024.flac
PA_train_PA_T_0000417.flac,train,bonafide,-,bonafide,PA_0080,49928,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0000417.flac
PA_train_PA_T_0000241.flac,train,bonafide,-,bonafide,PA_0083,63482,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0000241.flac
PA_train_PA_T_0003976.flac,train,bonafide,-,bonafide,PA_0096,76280,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0003976.flac
PA_test_PA_T_0003608.flac,test,bonafide,-,bonafide,PA_0079,80475,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_test_PA_T_0003608.flac
PA_train_PA_T_0004255.flac,train,bonafide,-,bonafide,PA_0084,81678,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0004255.flac
PA_val_PA_T_0004956.flac,val,bonafide,-,bonafide,PA_0094,51064,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_val_PA_T_0004956.flac
PA_val_PA_T_0004129.flac,val,bonafide,-,bonafide,PA_0091,62803,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0004129.flac
PA_val_PA_T_0004721.flac,val,bonafide,-,bonafide,PA_0091,77618,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0004721.flac
PA_train_PA_T_0001880.flac,train,bonafide,-,bonafide,PA_0086,50548,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0001880.flac
PA_test_PA_T_0001189.flac,test,bonafide,-,bonafide,PA_0097,95266,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_test_PA_T_0001189.flac
PA_train_PA_T_0001733.flac,train,bonafide,-,bonafide,PA_0092,62473,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0001733.flac
PA_train_PA_T_0000298.flac,train,bonafide,-,bonafide,PA_0088,50857,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0000298.flac
PA_train_PA_T_0000473.flac,train,bonafide,-,bonafide,PA_0086,39398,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0000473.flac
PA_val_PA_T_0003439.flac,val,bonafide,-,bonafide,PA_0082,88867,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0003439.flac
PA_val_PA_T_0004959.flac,val,bonafide,-,bonafide,PA_0094,41680,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0004959.flac
PA_val_PA_T_0001323.flac,val,bonafide,-,bonafide,PA_0091,65921,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0001323.flac
PA_train_PA_T_0005150.flac,train,bonafide,-,bonafide,PA_0093,57775,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0005150.flac
PA_train_PA_T_0000912.flac,train,bonafide,-,bonafide,PA_0090,93122,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0000912.flac
PA_train_PA_T_0003448.flac,train,bonafide,-,bonafide,PA_0083,98659,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0003448.flac
PA_train_PA_T_0003947.flac,train,bonafide,-,bonafide,PA_0093,41375,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0003947.flac
PA_train_PA_T_0003948.flac,train,bonafide,-,bonafide,PA_0093,51411,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0003948.flac
PA_val_PA_T_0004924.flac,val,bonafide,-,bonafide,PA_0091,73792,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0004924.flac
PA_train_PA_T_0003820.flac,train,bonafide,-,bonafide,PA_0080,30117,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0003820.flac
PA_val_PA_T_0041647.flac,val,spoof,AC,spoof,PA_0082,40225,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_val_PA_T_0041647.flac
PA_test_PA_T_0051297.flac,test,spoof,BB,spoof,PA_0079,53613,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_test_PA_T_0051297.flac
PA_test_PA_T_0005405.flac,test,spoof,AA,spoof,PA_0079,42978,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_test_PA_T_0005405.flac
PA_train_PA_T_0005548.flac,train,spoof,AA,spoof,PA_0086,78346,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0005548.flac
PA_train_PA_T_0037438.flac,train,spoof,CB,spoof,PA_0095,105367,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0037438.flac
PA_train_PA_T_0048949.flac,train,spoof,AA,spoof,PA_0096,58836,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0048949.flac
PA_val_PA_T_0005866.flac,val,spoof,AB,spoof,PA_0082,91170,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0005866.flac
PA_train_PA_T_0025804.flac,train,spoof,BB,spoof,PA_0080,32038,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0025804.flac
PA_val_PA_T_0042856.flac,val,spoof,CB,spoof,PA_0091,88802,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0042856.flac
PA_val_PA_T_0041073.flac,val,spoof,CB,spoof,PA_0082,90702,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_val_PA_T_0041073.flac
PA_train_PA_T_0037707.flac,train,spoof,CC,spoof,PA_0092,71312,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0037707.flac
PA_train_PA_T_0022561.flac,train,spoof,AC,spoof,PA_0083,78745,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0022561.flac
PA_val_PA_T_0047834.flac,val,spoof,CA,spoof,PA_0081,54471,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0047834.flac
PA_train_PA_T_0010105.flac,train,spoof,CA,spoof,PA_0086,58050,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0010105.flac
PA_val_PA_T_0013795.flac,val,spoof,BC,spoof,PA_0081,55473,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0013795.flac
PA_train_PA_T_0044738.flac,train,spoof,CB,spoof,PA_0086,99954,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0044738.flac
PA_val_PA_T_0021501.flac,val,spoof,CC,spoof,PA_0091,75651,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_val_PA_T_0021501.flac
PA_test_PA_T_0034587.flac,test,spoof,AB,spoof,PA_0087,78228,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_test_PA_T_0034587.flac
PA_test_PA_T_0018252.flac,test,spoof,AB,spoof,PA_0079,73797,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_test_PA_T_0018252.flac
PA_val_PA_T_0019347.flac,val,spoof,BC,spoof,PA_0091,83753,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0019347.flac
PA_val_PA_T_0049319.flac,val,spoof,AB,spoof,PA_0094,80032,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0049319.flac
PA_test_PA_T_0023874.flac,test,spoof,AC,spoof,PA_0079,48089,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_test_PA_T_0023874.flac
PA_val_PA_T_0049893.flac,val,spoof,CA,spoof,PA_0081,85954,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0049893.flac
PA_train_PA_T_0036861.flac,train,spoof,BC,spoof,PA_0098,77574,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0036861.flac
PA_train_PA_T_0051504.flac,train,spoof,BC,spoof,PA_0083,122659,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0051504.flac
PA_val_PA_T_0030047.flac,val,spoof,CA,spoof,PA_0082,93361,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_val_PA_T_0030047.flac
PA_val_PA_T_0045944.flac,val,spoof,BB,spoof,PA_0081,39554,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0045944.flac
PA_train_PA_T_0042083.flac,train,spoof,BB,spoof,PA_0088,51201,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0042083.flac
PA_train_PA_T_0029473.flac,train,spoof,AC,spoof,PA_0093,57013,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0029473.flac
PA_train_PA_T_0012121.flac,train,spoof,BB,spoof,PA_0084,81387,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0012121.flac
PA_train_PA_T_0031259.flac,train,spoof,BB,spoof,PA_0088,63802,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0031259.flac
PA_train_PA_T_0039182.flac,train,spoof,BC,spoof,PA_0090,64706,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0039182.flac
PA_train_PA_T_0024917.flac,train,spoof,CB,spoof,PA_0090,98493,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0024917.flac
PA_train_PA_T_0038983.flac,train,spoof,AC,spoof,PA_0092,48991,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0038983.flac
PA_train_PA_T_0048359.flac,train,spoof,CC,spoof,PA_0080,64032,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0048359.flac
PA_train_PA_T_0014804.flac,train,spoof,AC,spoof,PA_0092,98925,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0014804.flac
PA_test_PA_T_0019203.flac,test,spoof,BC,spoof,PA_0079,82013,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_test_PA_T_0019203.flac
PA_train_PA_T_0051914.flac,train,spoof,CB,spoof,PA_0088,78115,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0051914.flac
PA_train_PA_T_0040500.flac,train,spoof,BA,spoof,PA_0093,43985,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0040500.flac
PA_train_PA_T_0028777.flac,train,spoof,CC,spoof,PA_0095,102055,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0028777.flac
PA_train_PA_T_0038113.flac,train,spoof,AA,spoof,PA_0093,37136,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0038113.flac
PA_train_PA_T_0048590.flac,train,spoof,CC,spoof,PA_0098,98898,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0048590.flac
PA_val_PA_T_0048674.flac,val,spoof,AA,spoof,PA_0082,51598,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_val_PA_T_0048674.flac
PA_train_PA_T_0050891.flac,train,spoof,AC,spoof,PA_0080,46635,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0050891.flac
PA_train_PA_T_0008612.flac,train,spoof,CA,spoof,PA_0080,49036,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0008612.flac
PA_val_PA_T_0032150.flac,val,spoof,CC,spoof,PA_0081,85097,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0032150.flac
PA_train_PA_T_0006991.flac,train,spoof,CB,spoof,PA_0083,67954,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0006991.flac
PA_train_PA_T_0011832.flac,train,spoof,AC,spoof,PA_0089,111528,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0011832.flac
PA_train_PA_T_0028818.flac,train,spoof,AA,spoof,PA_0080,52747,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0028818.flac
PA_train_PA_T_0041201.flac,train,spoof,CB,spoof,PA_0096,49855,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0041201.flac
PA_train_PA_T_0022838.flac,train,spoof,AC,spoof,PA_0096,80989,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0022838.flac
PA_train_PA_T_0022026.flac,train,spoof,AA,spoof,PA_0098,53220,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0022026.flac
PA_test_PA_T_0044990.flac,test,spoof,CC,spoof,PA_0097,104388,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_test_PA_T_0044990.flac
PA_train_PA_T_0047363.flac,train,spoof,BA,spoof,PA_0098,71955,True,LibsndfileError: Error : unknown error in flac decoder.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_train_PA_T_0047363.flac
PA_val_PA_T_0032471.flac,val,spoof,AA,spoof,PA_0082,91628,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : unknown error in flac decoder.,OK,data/subset_raw/PA_val_PA_T_0032471.flac
PA_val_PA_T_0037847.flac,val,spoof,AA,spoof,PA_0081,72871,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0037847.flac
PA_train_PA_T_0043501.flac,train,spoof,AA,spoof,PA_0093,38908,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0043501.flac
PA_train_PA_T_0042091.flac,train,spoof,BB,spoof,PA_0089,63421,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_train_PA_T_0042091.flac
PA_test_PA_T_0044016.flac,test,spoof,AB,spoof,PA_0097,81828,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_test_PA_T_0044016.flac
PA_val_PA_T_0022097.flac,val,spoof,AB,spoof,PA_0082,77940,True,LibsndfileError: Error : flac decoder lost sync.,LibsndfileError: Error : flac decoder lost sync.,OK,data/subset_raw/PA_val_PA_T_0022097.flac
